index,NMF_0,NMF_1,NMF_2,NMF_3,NMF_4,NMF_5,NMF_6,NMF_7,NMF_8,NMF_9,NMF_10,NMF_11,NMF_12
PGRMC2,0.0,0.04952897,0.22537777,0.1295528,0.17590833,0.018104116,0.16824171,0.08113409,0.15294,0.19807327,0.03475077,0.059095807,0.0040944247
C4orf33,0.20466085,0.072886184,0.031242503,0.0,0.0006648049,0.09017521,0.1712325,0.100787275,0.0,0.027201604,0.085884266,0.0,0.03604066
RP11-102N12.3,0.0,0.053581744,0.0,0.33733165,0.10909133,0.0,0.0,0.0,0.0,0.0,0.21061018,0.0,0.0
ZNF330,0.152724,0.09229566,0.050064266,0.085469835,0.0,0.1587498,0.13187718,0.0022099784,0.0,0.006424216,0.070538096,0.6103093,0.00076655473
USP38,0.12689424,0.17924118,0.0,0.0,0.04179519,0.0,0.12020527,0.0046251896,0.13387968,0.12327676,0.0,0.17427519,0.0239151
LSM6,0.2128212,0.027650077,0.11224509,0.0028656942,0.15725832,0.51108366,0.39036253,0.04939663,0.32084748,0.030027077,0.2214964,0.10166169,0.0
LRBA,0.0,0.0,0.27733752,0.15812948,0.0,0.0,0.0,0.026350327,0.0,0.16145454,0.0,0.6684376,0.01713744
RP11-18H21.1,0.0,0.0,0.33743453,0.0,0.0,0.0,0.0,0.0,0.6208225,0.0,0.0,0.100076325,0.0017673058
PLRG1,0.056134626,0.06586983,0.0,0.2423539,0.036569696,0.30078986,0.109305866,0.14332804,0.33916736,0.09306516,0.0,0.25367597,0.0
PALLD,0.046159316,0.022593964,0.0,0.0,0.0,0.0,0.0,0.3227393,0.0,0.0,0.048740078,0.0,0.0
RWDD4,0.09082763,0.02399952,0.4546317,0.244888,0.0,0.062924944,0.0365795,0.06099673,0.07105736,0.13892432,0.12660268,0.0,0.0044111405
RP11-701P16.5,0.044849735,0.0,0.0,0.0,0.0,0.0,0.040970955,0.0,0.0,0.0,0.099827506,0.0,0.0048404136
KIAA1430,0.0,0.03935802,0.1453162,0.0,0.0,0.0794584,0.0,0.0,0.2314685,0.07379891,0.0,0.5944074,0.0
MARCH6,0.0,0.015014441,0.0,0.027288236,0.28859037,0.0,0.044793352,0.03435725,0.17491454,0.0,0.0,0.88925445,0.054896247
C5orf42,0.0,0.0,0.015834132,0.01911421,0.091054305,0.0,0.0,0.039317664,0.03395001,0.0,0.037330497,0.0,0.0
FYB,0.072964095,0.0,0.5577981,0.0,0.0,0.3317933,0.14481121,0.01801217,0.68616587,0.048946157,0.30788818,0.16861758,0.10812063
FBXO4,0.0,0.022514315,0.0,0.06263843,0.07133108,0.44021383,0.018768061,0.09173757,0.003952706,0.0,0.0,0.5010657,0.0
NNT-AS1,0.06479533,0.032900307,0.00024686314,0.019058602,0.111856185,0.05398397,0.0,0.01562814,0.0,0.0062265424,0.0,0.5834039,0.0
EMB,0.0,0.10547781,0.3797681,0.091584355,0.23242351,0.14493786,0.0,0.18465744,0.34870392,0.2709018,0.121198356,0.0,0.006221388
MOCS2,0.0075861313,0.0,0.079041936,0.0046493844,0.15950923,0.16877325,0.010153028,0.0,0.38760516,0.13357204,0.036586087,0.02782554,0.026987381
GZMK,0.0,0.0,0.0,0.0,0.0,0.2635025,0.0,0.0,0.0,2.281867,0.0,0.0,0.0
GZMA,0.0,0.0,0.0,0.0,0.0,0.0055141747,0.0,1.7980835,0.0,1.5587547,0.0,0.0,0.0008509272
ZSWIM6,0.087200515,0.082481414,0.0,0.0,0.0,0.0,0.0775769,0.0,0.0,0.0,0.08968292,0.09156785,0.0
DIMT1,0.4887156,0.057510793,0.21651492,0.0,0.07039312,0.0,0.0,0.0,0.20156638,0.30453306,0.0,0.041169424,0.0
CWC27,0.0,0.10675286,0.05811283,0.0757118,0.03627262,0.17279133,0.037596565,0.14536527,0.51589507,0.26499605,0.12382886,0.0,0.0
TRIM23,0.09149022,0.0,0.23084587,0.03986497,0.103889436,0.0,0.005501774,0.009520792,0.0,0.004848693,0.0,0.0,0.008719887
PIK3R1,0.0,0.06526842,0.18934578,0.02823381,0.015861837,0.15942776,0.1727346,0.0,0.40157154,0.13874416,0.0,0.17126192,0.0
NAIP,0.0,0.17613699,0.0,0.0,0.0,0.0,0.0,0.06199342,0.0,0.0,0.21817382,0.14010106,0.0
GTF2H2,0.0,0.0,0.38457438,0.086957775,0.10275642,0.0,0.04581067,0.03710414,0.0,0.18053746,0.0,0.0,0.0
NSA2,0.06914234,0.030804278,0.59653956,0.1629473,0.2911394,0.119517736,0.06714883,0.1316668,0.36231914,0.1280841,0.17167263,0.2157943,0.034530133
CTD-2015H6.3,0.0,0.0,0.07446878,0.0,0.0,0.0058840676,0.0,0.0,0.0,0.0,0.006236681,0.10647844,0.0
ZCCHC9,0.0,0.03708231,0.25521865,0.14725119,0.1991783,0.0,0.13421586,0.0,0.20135316,0.12875007,0.09420798,0.16026264,0.003965064
ARRDC3,0.0,0.0,0.5765875,0.22645125,0.0,0.0,0.1681985,0.15051359,0.0,0.0,0.0,0.051858284,0.065735124
RIOK2,0.092835955,0.052686907,0.24257152,0.0,0.097734824,0.20248191,0.0,0.23026294,0.23344702,0.0,0.029690528,0.0,0.0
DCP2,0.5074544,0.023777196,0.0,0.07581145,0.037596628,0.496554,0.10599459,0.06303027,0.0,0.0,0.14286463,0.0061873174,0.0
AP3S1,0.061098654,0.05334663,0.14144096,0.0716271,0.36132595,0.3670863,0.22263485,0.11136887,0.21547107,0.2048044,0.2222864,0.24164984,0.12942556
COMMD10,0.2659775,0.065743506,0.0,0.10181087,0.057953734,0.1951749,0.098053336,0.12022649,0.06857699,0.0,0.008069155,0.36010724,0.0
CEP120,0.112144634,0.019602727,0.07617661,0.15595715,0.0,0.0,0.047593404,0.016914183,0.16263077,0.21434286,0.0,0.0,0.0
ISOC1,0.0,0.013190372,0.035467435,0.017935071,0.0,0.07862224,0.14714344,0.035136845,0.120535605,0.36161596,0.025409289,0.33941907,0.0
HINT1,0.03461725,0.013924227,0.53595775,0.35342678,0.13209057,0.3826707,0.0,0.055316083,0.59703654,0.2381889,0.061412252,0.13203382,0.0033044205
SLC22A4,0.0,0.11588513,0.0,0.0,0.0,0.010825507,0.077679,0.015998272,0.0,0.0,0.07309132,0.0,0.0042947447
C5orf56,0.4791453,0.0,0.0,0.14498362,0.13592786,0.07965587,0.10693872,0.79513294,0.12527677,0.21830347,0.0069189607,0.17521055,0.0006912009
KIF3A,0.16872267,0.0,0.17046954,0.0,0.06754743,0.038367786,0.019527959,0.015614098,0.17070879,0.064290054,0.0,0.09642283,0.0
C5orf15,0.08280737,0.11776471,0.055845737,0.2835186,0.0,0.0805382,0.20796457,0.14671151,0.22463718,0.0,0.052614685,0.21201254,0.0
CTB-113I20.2,0.0,0.08879566,0.07172727,0.02027884,0.0,0.0064547798,0.0,0.0354285,0.038976908,0.0,0.028768454,0.0,0.0
PPP2CA,0.20253062,0.06693875,0.15342481,0.1662783,0.36303908,0.0,0.12280275,0.28612313,0.4722292,0.3277114,0.078578115,0.0492515,0.053701714
DDX46,0.042698786,0.08632731,0.34682468,0.10277076,0.03161835,0.2997612,0.20672074,0.11693012,0.16687159,0.23533338,0.21170129,0.24838525,0.0
H2AFY,0.0,0.20999828,0.21630636,0.17180073,0.010446717,0.0,0.30621514,0.18678004,0.33394715,0.25333062,0.74629986,0.0,0.0
KDM3B,0.0,0.0,0.07974569,0.12866044,0.032889783,0.0033929653,0.3373752,0.002545441,0.27359337,0.045491435,0.03944297,0.0,0.0
MZB1,0.0,0.14145204,0.0,0.4256447,1.4199531,0.0,0.0,0.0,0.0,0.020010337,0.0,0.0,0.056479517
UBE2D2,0.07404192,0.04215349,0.46493003,0.32034212,0.3000428,0.4940437,0.07509399,0.2007674,0.43449742,0.22919805,0.13441788,0.117402665,0.052449815
PURA,0.0,0.057022743,0.16115333,0.0,0.018073078,0.36891013,0.0,0.15176697,0.0,0.13662958,0.009020097,0.0,0.0
HBEGF,0.0,0.1791303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4143144,0.08518184,0.0
ANKHD1,0.19489084,0.0,0.0,0.0,0.15458071,0.0,0.0,0.0,0.16545211,0.21314508,0.0,0.22702268,0.0
SRA1,0.18864577,0.12370592,0.020413708,0.04926552,0.15506084,0.34652194,0.33210617,0.07978137,0.0,0.11219723,0.4054486,0.062689394,0.0
NDUFA2,0.06529415,0.027926594,0.21255825,0.08833279,0.23578629,0.13106115,0.24883248,0.22727637,0.3704981,0.32412583,0.43425244,0.14464723,0.03345451
WDR55,0.0,0.119548745,0.0,0.06296969,0.0497362,0.0,0.08198912,0.3107228,0.20292369,0.0760813,0.007817283,0.38796607,0.049380846
DIAPH1,0.11369685,0.1888184,0.0042612697,0.0,0.0,0.053698875,0.26863402,0.3478235,0.16785295,0.25119483,0.055866648,0.31022882,0.20735867
RNF14,0.0,0.060062014,0.20718408,0.03214831,0.0,0.0,0.15451668,0.014335289,0.20299265,0.21219921,0.047665056,0.0,0.0
NR3C1,0.09341069,0.045772582,0.33503586,0.30447906,0.0,0.43071553,0.076038025,0.13050985,0.25154746,0.03937436,0.11591796,0.0,0.0
YIPF5,0.1481579,0.019810311,0.024759024,0.0,0.098761156,0.0,0.08012707,0.07902064,0.17928268,0.0,0.015311454,0.7722324,0.0
PRELID2,0.0,0.0,0.01442121,0.0,0.018337497,0.06530114,0.0,0.0,0.05529044,0.0,0.09521647,0.0,0.0
LARS,0.10745876,0.09655931,0.119558156,0.14895461,0.0,0.25059676,0.09316145,0.0,0.2779167,0.23009634,0.0,0.05979766,0.0
CSNK1A1,0.13866845,0.06740848,0.19051957,0.06818529,0.41501847,0.27538997,0.045399386,0.23556964,0.43433502,0.106525816,0.14031008,0.13848358,0.05947214
CCDC69,0.06737105,0.0830249,0.20804426,0.13364218,0.07126596,0.03616297,0.08412483,0.36013857,0.13842224,0.05692945,0.3222844,0.39724404,0.0006042465
SPARC,0.0,0.0,0.0,0.0202399,0.0,0.0,0.0,0.0,0.004255099,0.0,0.0051464457,0.0,1.7353926
FAXDC2,0.0,0.023718188,0.0,0.0,0.0,0.0,0.0,0.0,0.019597758,0.0,0.0,0.0,0.666092
HAVCR2,0.0,0.32159457,0.0,0.0,0.0,0.0,0.17799112,1.4713105,0.0,0.0,0.107483156,0.0,0.060948208
MED7,0.26416242,0.14879574,0.0,0.0,0.04611339,0.0,0.057554167,0.10605533,0.16704422,0.17503634,0.0,0.0,0.0
UBLCP1,0.18846054,0.0,0.0,0.0,0.097244725,0.22422649,0.09861032,0.09297178,0.20655683,0.0,0.0,0.3476725,0.0
TTC1,0.004861917,0.106237225,0.11681619,0.1787944,0.1525847,0.080943234,0.10277753,0.17081177,0.5006849,0.1768762,0.11203808,0.31160924,0.0
CCNG1,0.018687218,0.08279722,0.3659319,0.30573502,0.0,0.30171293,0.042030457,0.011117297,0.49898583,0.2192348,0.0036339427,0.15852481,0.2136313
RARS,0.0,0.10531134,0.016441394,0.013352925,0.1699797,0.3488688,0.24994743,0.0,0.22044697,0.17184493,0.024550881,0.07926869,0.0
ATP6V0E1,0.024784748,0.0,0.3074355,0.31541196,0.26273406,0.16775417,0.22277096,0.35454145,0.40785944,0.34022218,0.36084026,0.05261218,0.09021368
UIMC1,0.050358377,0.029281477,0.0,0.29041293,0.21627447,0.15994796,0.0,0.0819339,0.15158331,0.13103612,0.015970187,0.20429343,0.16894047
LMAN2,0.0,0.055796754,0.15574715,0.18530135,0.121759154,0.30641133,0.34765485,0.39920402,0.3707143,0.29541707,0.17837541,0.30887184,0.0032330097
RGS14,0.25586027,0.077157795,0.25365257,0.038642608,0.15654534,0.0,0.06867993,0.023419498,0.30592504,0.53746164,0.07937676,0.0,0.0
DOK3,0.0,0.10478422,0.0,0.0,0.29645383,0.0,0.51338655,0.0,0.003443429,0.0,0.18027963,0.043778144,0.02084323
SCGB3A1,0.07106308,0.0,1.0336642,0.0,0.0,0.0,0.01610582,0.0,0.0,0.0,0.0,0.0,0.0
RP11-532F6.3,0.0,0.09434038,0.0,0.0028688395,0.10971562,0.0,0.027570674,0.043103144,0.13473539,0.0,0.0,0.0,0.007440089
SERPINB1,0.04471166,0.007283356,0.29647237,0.11402188,0.065581605,0.11390212,0.18235031,0.5558051,0.19501744,0.08973694,0.78441024,0.19089039,0.06422467
LYRM4,0.02275581,0.06951636,0.64321756,0.14528452,0.28513354,0.006071407,0.11836703,0.09871397,0.0982356,0.20845272,0.1680755,0.0,0.0
F13A1,0.0,0.07599436,0.0,0.0,0.065163605,0.0,0.0,0.0,0.0,0.0,0.09466484,0.026315808,1.2023232
RIOK1,0.06032506,0.07143213,0.15732518,0.08410094,0.19101882,0.062183518,0.0,0.015501921,0.07581694,0.1999067,0.028182985,0.22146356,0.0
TMEM14C,0.0,0.15599819,0.29763693,0.14900416,0.11437954,0.24943504,0.080303036,0.0,0.32873565,0.14923199,0.44822422,0.026388247,0.048405137
TMEM14B,0.007893117,0.0,0.3230395,0.27988514,0.043106593,0.3313572,0.13256817,0.0,0.41490978,0.10468295,0.20757279,0.49163637,0.03588169
PHACTR1,0.0,0.5587458,0.0,0.7034349,0.0,0.0,0.24932772,0.0,0.0,0.0,0.17133941,0.0,0.009990275
NOL7,0.10328923,0.06494772,0.42496,0.2631606,0.19164489,0.16560355,0.265176,0.19578204,0.42061982,0.262584,0.106124915,0.025987096,0.0
MCUR1,0.0041324175,0.18774676,0.16884641,0.17533389,0.029380178,0.0,0.13207431,0.06915494,0.2785793,0.05814083,0.039871454,0.0,0.5630048
JARID2,0.091026165,0.061860938,0.0,0.19039598,0.0,0.1396081,0.0190346,0.23928836,0.1373205,0.031287037,0.21014355,0.004427808,0.059919465
GMPR,0.28555828,0.08959465,0.0,0.0,0.0,0.0,0.102153234,0.0,0.0,0.0,0.27433547,0.0,0.55271083
ACOT13,0.0041474067,0.026338218,0.33669886,0.0,0.20142826,0.0933108,0.0,0.0,0.0,0.16492544,0.07550468,0.0,0.126909
RP11-367G6.3,0.0,0.0,0.12175687,0.0,0.0065895794,0.0,0.0,0.0,0.020502182,0.06955928,0.0,0.0,1.0881269
HIST1H2AC,0.039124265,0.0,0.0,0.23930405,0.043209825,0.03960998,0.08864846,0.10918174,0.010472371,0.0,0.0,0.0,1.6438551
BTN3A2,0.30148014,0.0,0.39603257,0.12083991,0.117407404,0.19558148,0.10318333,0.45316574,0.17061928,0.38632286,0.035228044,0.17471597,0.028296255
BTN3A1,0.4078351,0.053844683,0.05035909,0.034455884,0.028575474,0.04155652,0.0,0.27379888,0.077553496,0.4603019,0.0,0.0,0.0046930476
ABT1,0.08844789,0.056209203,0.12647176,0.03225745,0.156639,0.20544234,0.14257464,0.25779378,0.32514036,0.14893647,0.10042186,0.34024516,0.0
HIST1H2BJ,0.013943076,0.0,0.0,0.045088325,0.0,0.0,0.0,0.0,0.06925705,0.0,0.0,0.0,0.7913158
HIST1H2AH,0.0,0.028210307,0.0043890155,0.024037752,0.0,0.007990038,0.0034882321,0.0,0.03188722,0.06471125,0.0,0.018664632,0.0048741144
HIST1H1B,0.0,0.0011936338,0.0,0.0,0.0,0.0,0.0,0.12574048,0.0,0.0,0.0,0.10268682,0.002537144
FLOT1,0.023921043,0.13819486,0.21390037,0.0,0.13705806,0.26510447,0.0003472367,0.46948937,0.10255477,0.16056961,0.26089036,0.28020722,0.03830977
IER3,0.0,0.07022914,0.0,0.0,0.0,0.095814876,0.0,0.08856923,0.025840687,0.09630621,0.6087044,0.08782379,0.005486171
XXbac-BPG299F13.17,0.1002645,0.08731694,0.45979118,0.14775838,0.2555292,0.095891744,0.021594353,0.22099374,0.48805845,0.08523508,0.0,0.016056072,0.013996579
NFKBIL1,0.3581731,0.13373686,0.03520378,0.0,0.1044566,0.0,0.06808653,0.1308677,0.116428606,0.0,0.12825449,0.039692305,0.0
LTB,0.0,0.0,0.48142898,0.50889415,0.47345567,0.1826646,0.0,0.0,0.8870215,0.15454534,0.0,0.11567024,0.0
LST1,0.0,0.0,0.009644486,0.0,0.047527954,0.0,1.1060814,0.005879089,0.0,0.00026126616,1.1976798,0.0,0.0
NCR3,0.0,0.0,0.0,0.16428462,0.1399098,0.30372703,0.0,0.7313618,0.0,1.0643127,0.0,0.0,0.0
AIF1,0.0,0.0,0.11305867,0.0,0.0,0.0,0.9725012,0.0,0.0,0.0,1.2562407,0.0,0.009002361
CSNK2B,0.06750332,0.08553383,0.2579048,0.29238695,0.103676975,0.2848922,0.26355207,0.40951186,0.35021505,0.08000706,0.41886917,0.1437968,0.0
LY6G5B,0.0,0.0017513837,0.03039312,0.0,0.0,0.06114399,0.0,0.0,0.0,0.0,0.015452812,0.0,0.09780132
LY6G6F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0864033
C6orf25,0.0,0.0,0.06628317,0.0,0.0,0.018700045,0.020989295,0.0,0.0,0.0022762143,0.0,0.0,0.97135884
EHMT2,0.07378098,0.0,0.0,0.031176953,0.0,0.37703565,0.048141178,0.0,0.1644802,0.0,0.0,0.42104515,0.0012558915
PPT2-EGFL8,0.0,0.0049120206,0.0,0.01321778,0.07856707,0.028041624,0.0,0.0,0.0010894656,0.008199409,0.019504813,0.0,0.0032912714
AGPAT1,0.0,0.10233083,0.30932993,0.0,0.0785614,0.0,0.0,0.103849754,0.0,0.09660701,0.124743156,0.12759407,0.34386942
HLA-DRB1,0.0,0.3762518,0.0,1.4127988,0.5271104,0.0,0.45837253,0.006900968,0.0,0.10666558,0.5859726,0.0,0.005506794
HLA-DQA1,0.0,0.6570926,0.0,1.9413077,0.695561,0.0,0.25362116,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DQB1,0.04261112,0.5788374,0.0,1.8396649,0.7022126,0.0,0.13852465,0.0,0.0,0.0,0.0996782,0.0,0.0
HLA-DOB,0.0,0.009046611,0.0,1.3450745,0.84434766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSMB8,0.27894092,0.023745911,0.24120808,0.25584263,0.26841772,0.24335016,0.19965975,0.5355158,0.21481664,0.29837385,0.31002584,0.14037552,0.010160165
HLA-DMB,0.023172902,0.42243263,0.0,1.3280429,0.5420328,0.0,0.15036793,0.0,0.0,0.021230498,0.43689585,0.0,0.0
HLA-DMA,0.0,0.42144126,0.0,1.2418722,0.62409514,0.0,0.21999937,0.0,0.0,0.05373457,0.63744605,0.0,0.0
HLA-DPA1,0.0,0.41031674,0.0,1.330653,0.53592634,0.0,0.61965054,0.07105835,0.0,0.09411393,0.44230422,0.0,0.0
HLA-DPB1,0.012080271,0.44764122,0.0,1.3886708,0.6594576,0.0,0.38098088,0.04655707,0.0,0.18815182,0.4298746,0.0,0.0
RGL2,0.18419822,0.11985748,0.18042997,0.23397413,0.10887324,0.0,0.0,0.082671545,0.04749875,0.0061854394,0.19672033,0.0,0.0
TAPBP,0.18060723,0.09179859,0.28058136,0.34447435,0.28151605,0.044650253,0.17440665,0.2996771,0.36964142,0.35984382,0.21208102,0.06073907,0.0028551293
DEF6,0.060155533,0.055063177,0.15804312,0.0,0.011747513,0.62333494,0.04626756,0.33507085,0.32034892,0.17180708,0.08877012,0.37157288,0.005652307
FKBP5,0.017968813,0.19872029,0.2788861,0.0,0.0,0.20049922,0.12275219,0.0,0.2532073,0.0,0.08394052,0.3577509,0.032044593
STK38,0.15820146,0.03590968,0.1410324,0.026748639,0.020797106,0.30634916,0.063797474,0.16146639,0.25138277,0.0047686403,0.17498355,0.22327562,0.0
SRSF3,0.21079686,0.030113755,0.34207642,0.22581191,0.14666267,0.16999856,0.058848336,0.37017745,0.47648817,0.3588793,0.2634596,0.15705755,0.0
OARD1,0.036838602,0.07294453,0.2518317,0.1748336,0.29703745,0.0,0.14183845,0.23072974,0.5088077,0.028825598,0.017543301,0.0,0.0
TREML1,0.0,0.0,0.0,0.008762307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3061551
RPL7L1,0.20404005,0.1514666,0.22885698,0.14097667,0.059907634,0.0,0.0102332905,0.23310088,0.14936355,0.13909175,0.04415075,0.45819747,0.0
PTCRA,0.0,0.08683418,0.0,0.0,0.0651512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4170225
CNPY3,0.105560325,0.20031911,0.15148377,0.083935894,0.33330822,0.13006115,0.25543,0.23074369,0.16520418,0.13656254,0.780543,0.042825356,0.01824195
KLC4,0.0,0.09006886,0.22453359,0.035325512,0.026971342,0.098055184,0.0,0.0024505486,0.0,0.08241879,0.038060185,0.0,0.008757958
CRIP3,0.0,0.23816474,0.0048542656,0.030266257,0.0,0.011993378,0.0,0.0,0.015320474,0.0,0.0,0.0,0.0
ABCC10,0.0,0.0,0.0,0.0,0.0,0.16462725,0.0,0.0,0.0372618,0.20904402,0.12616771,0.1013376,0.0093640825
YIPF3,0.0,0.0898065,0.07691012,0.006895841,0.18393803,0.07910801,0.21249638,0.24395268,0.070114136,0.043992456,0.20707668,0.67726403,0.054743998
GTPBP2,0.15088724,0.0,0.0,0.06814924,0.0,0.0,0.011131304,0.0,0.0,0.0,0.114745885,0.0,0.5058521
RSPH9,0.025492068,0.0023326138,0.0,0.0,0.0,0.0,0.07564647,0.0,0.0,0.0,0.00082044664,0.0,0.25514653
MRPS18A,0.0,0.0,0.10025518,0.38482973,0.18023555,0.08222572,0.18329859,0.13237356,0.26613954,0.21117996,0.092734724,0.0,0.0
PLA2G7,0.0,0.16274267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55432886,0.0,0.0
CD2AP,0.002282758,0.122130856,0.0,0.11511231,0.0,0.61220866,0.055459205,0.0,0.07145465,0.011789752,0.0,0.022992244,0.0020142323
MCM3,0.0,0.0082482565,0.20382707,0.1502183,0.047807693,0.12130522,0.072719514,0.22936453,0.37540558,0.07066081,0.052616622,0.0,0.0
PHF3,0.10531555,0.085781015,0.23305628,0.08981216,0.044443842,0.0,0.1566433,0.007966666,0.38403368,0.15021607,0.13594979,0.0,0.01936215
SH3BGRL2,0.0,0.009012507,0.08411371,0.0,0.0,0.05566221,0.0,0.0,0.0,0.0,0.0,0.0,0.2866978
ELOVL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1469737,0.3454899,0.024463644,0.0,0.0
SNX14,0.0,0.0,0.0,0.04042221,0.09997087,0.26664275,0.15615252,0.120602906,0.38649794,0.0,0.021171285,0.24756944,0.009952806
SLC35A1,0.2876485,0.12250485,0.07024794,0.0,0.0,0.0,0.080051206,0.34857684,0.1224004,0.0,0.056945793,0.0,0.0
PNRC1,0.0069685653,0.0,0.4068249,0.39549425,0.16665916,0.29892308,0.112277776,0.15570505,0.4850949,0.24908702,0.29596856,0.140779,0.014392104
LYRM2,0.15091683,0.07712134,0.04496995,0.042786356,0.0527143,0.0041520842,0.1747836,0.31714332,0.42980516,0.0,0.0,0.23648955,0.0
MAP3K7,0.035595357,0.071979254,0.10663743,0.013096574,0.1339169,0.0,0.097424224,0.04882134,0.0,0.09102413,0.04850804,0.47825253,0.0
MANEA-AS1,0.058437053,0.0,0.0,0.12962912,0.0,0.09924372,0.07021286,0.0,0.00010616142,0.020232983,0.014628733,0.0,0.0
NDUFAF4,0.27932543,0.015789358,0.0702679,0.103132755,0.10653304,0.10298656,0.036080983,0.06778468,0.39264524,0.3020314,0.0,0.0027677596,0.0010611404
SNX3,0.0342917,0.056140494,0.26049042,0.61496186,0.37415192,0.15139087,0.28701785,0.33301076,0.18169498,0.073237576,0.42919448,0.16600746,0.231972
CDC40,0.1025993,0.09973198,0.057167172,0.45464417,0.16617027,0.0,0.07622898,0.11500795,0.13257207,0.08379613,0.07654921,0.44038987,0.009301044
CDK19,0.0,0.10030278,0.0,0.0,0.023024173,0.07692012,0.17702603,0.0,0.042261925,0.1696794,0.119830236,0.14130162,0.0
HDAC2,0.1418727,0.14968131,0.06580968,0.030835107,0.12725537,0.11034914,0.14435971,0.21270351,0.18466489,0.15940908,0.024992308,0.39611283,0.0
ZUFSP,0.0,0.09358817,0.0,0.119359806,0.0,0.0,0.0,0.061827883,0.40416315,0.029222999,0.06892811,0.055064052,0.0
CEP85L,0.02146655,0.023031184,0.15121245,0.12159534,0.0,0.0,0.19791487,0.0,0.26400432,0.079498075,0.02011792,0.0,0.0
SMPDL3A,0.0,0.0,0.0,0.0,0.09460166,0.0,0.9954487,0.0,0.0,0.0,0.0,0.0,0.0
ECHDC1,0.0,0.13296339,0.34128785,0.2606525,0.20847943,0.0,0.097784705,0.26561382,0.16525133,0.103424385,0.22298843,0.17035311,0.00061784167
ARHGAP18,0.090749815,0.06931864,0.0,0.070263945,0.08702173,0.004755887,0.13833208,0.0587567,0.0,0.05494597,0.13889049,0.0,0.21539184
SAMD3,0.0,0.0012932519,0.0,0.0,0.0,0.5542115,0.0,0.84857714,0.13404219,0.94741493,0.0,0.0,0.0
LINC01013,0.0,0.0,0.0,0.35631514,0.0,0.02097699,0.028551532,0.0,0.0,0.0,0.0,0.0,0.0
TBPL1,0.41310188,0.0103653595,0.0,0.04895542,0.10439319,0.0,0.018131956,0.15225665,0.21908887,0.01181705,0.0,0.47829556,0.09240159
SGK1,0.0,0.16130814,0.07222796,0.05843093,0.0,0.0,0.24679545,0.0,0.10254621,0.0,0.49624896,0.027772468,0.0
RP3-325F22.5,0.03795571,0.009212454,0.0,0.0,0.053325567,0.0,0.0016686181,0.003456182,0.026615495,0.0031900224,0.0,0.16948363,0.0
ABRACL,0.09965283,0.0,0.2970647,0.12134017,0.022042805,0.15499896,0.30805513,0.15577134,0.61299556,0.25619587,0.10781704,0.27258736,0.0
LTV1,0.21984886,0.1202925,0.35243747,0.0,0.34080607,0.122268304,0.0040149437,0.10270866,0.0,0.006276185,0.0,0.21659186,0.0
SF3B5,0.011496714,0.06911293,0.25772431,0.16880518,0.19108935,0.28309253,0.1473918,0.33519068,0.40578717,0.327114,0.5144904,0.07980528,0.01676211
STX11,0.02365539,0.0,0.0,0.0,0.0,0.01703485,0.68578476,0.15001789,0.0,0.10702154,0.83891326,0.0,0.34745398
RP11-545I5.3,0.0,0.11154602,0.0,0.0,0.0,0.07691102,0.0,0.076898955,0.0076532345,0.0,0.0,0.0,0.0
PPIL4,0.2369571,0.008855261,0.07997677,0.011818099,0.06198862,0.1839451,0.0,0.0,0.0050596828,0.109104164,0.057879772,0.28738293,0.0
GINM1,0.0,0.13028681,0.2575868,0.018775243,0.2769481,0.3611893,0.26400796,0.0,0.064223185,0.011459903,0.098913826,0.05717836,0.0
PCMT1,0.094671406,0.08438662,0.20452751,0.1449196,0.02536718,0.42852366,0.25860056,0.21666609,0.26245,0.06588967,0.25655034,0.38700292,0.0
TMEM242,0.038802687,0.09209687,0.30929413,0.0,0.33645415,0.024316922,0.19273286,0.16793421,0.06436077,0.4606355,0.055762965,0.0073217098,0.0
SNX9,0.049400937,0.042650715,0.16184698,0.17233911,0.13639744,0.041170567,0.31910634,0.0,0.2906541,0.0,0.0,0.0,0.17044014
SERAC1,0.0,0.008152722,0.0,0.0,0.0,0.0,0.0052138143,0.064662576,0.109349966,0.023244796,0.03920851,0.0,0.0020317049
DYNLT1,0.5122739,0.010404688,0.020180093,0.0,0.04871865,0.42936397,0.27175125,0.099712506,0.066632785,0.11383665,0.5835527,0.0,0.0
RP1-111C20.4,0.0,0.0,0.0,0.07525062,0.0076848296,0.0,0.12749384,0.0,0.04890885,0.020580504,0.0,0.0,0.039602842
WTAP,0.12306822,0.0,0.23690945,0.087718576,0.14052382,0.2608891,0.0976754,0.19174983,0.47731227,0.3648892,0.113315135,0.16602352,0.027508838
ACAT2,0.0,0.06993766,0.1001717,0.11609388,0.0,0.35140237,0.0,0.29245406,0.24280825,0.083039954,0.031105973,0.27967474,0.015584134
